Engagement metrics for individual posts. Created date indicates when your post was created. All dates and times are in UTC.,,,,,,,,,,,,,,,,,,,
Post title,Post link,Post type,Campaign name,Posted by,Created date,Campaign start date,Campaign end date,Audience,Impressions,Views,Offsite Views,Clicks,Click through rate (CTR),Likes,Comments,Reposts,Follows,Engagement rate,Content Type
"🛠️ On International Workers’ Day, we celebrate the dedication of everyone involved in the startup and MSME.

Orbit Innovation Hub, digital tools support the people behind the products and services, making daily work faster, smarter, and more connected.

#MayDay #founders #digital #Orbitinnovationhub",https://www.linkedin.com/feed/update/urn:li:activity:7455940128264380416,Organic,,Amanuel Balcha,05/01/2026,,,All followers,679,,,9,0.01325478684,11,1,0,,0.03092783503,
"We successfully wrapped up the second round of our in-person Acceleration Program! 🚀 

Over four intensive days, participating startups dived deep into Branding, Advanced Digital Media, Business Leadership, and Advanced Sales. 

It was all about strengthening capacity and equipping them with practical tools for market refinement, digital presence enhancement, leadership, and revenue generation. 

#StartupAcceleration #BusinessGrowth #Entrepreneurship",https://www.linkedin.com/feed/update/urn:li:activity:7455600648634494976,Organic,,Amanuel Balcha,04/30/2026,,,All followers,2006,,,806,0.4017946124,60,0,4,,0.4336988926,
"A look back at our Office Warming & Stakeholder Engagement session at Orbit HQ 🎉

The event brought together partners and collaborators for meaningful conversations, product showcases, and deeper engagement around the future of digital health innovation.

We are grateful for the continued collaboration and shared commitment to building stronger healthcare systems through technology.

Here’s a short recap of the day 🎥

#OrbitHealth #OrbitInnovationHub #DigitalHealth #HealthcareInnovation #Ethiopia",https://www.linkedin.com/feed/update/urn:li:activity:7455508811752075264,Organic,,Amanuel Balcha,04/30/2026,,,All followers,2471,1735,,366,0.1481181681,67,0,2,,0.1760420948,Video
"Last week at Orbit Innovation Hub, we got clear on what a startup really is – and why it matters.

We brought together founders, ecosystem builders, and policymakers for a candid discussion. No hype. Just real talk.

What happened:
📍 Registration & open networking – founders, ecosystem players, and policymakers connecting early.
📍 Opening remark by Girum Assefa Habtewold, COO of OIH: “We keep talking until our goals are aligned.”
📍 Startup Proclamation presentation by Mulugeta Wube (Head, Startup & Innovative Enterprise Support Desk, Ministry of Innovation and Technology) – covering purpose, key provisions, and practical implications, followed by Q&A.
📍 Hot Seat Session – founders shared real challenges alongside Kassahun Elias (Ministry), Pazion Cherinet (OIH), Sara Fereja, and Dagmawi Bedilu Degefe (Efuye Gela). 

A direct, solution-focused dialogue.

💡 Key takeaway:
A startup is not every small business. It’s tech-based, innovative, and scalable. And ecosystems thrive when investors, mentors, incubators, and policymakers work together.

More conversations coming. More voices needed.

#OrbitInnovationHub #StartupEcosystem #StartupProclamation #Innovation #Scalability #EthiopianStartups",https://www.linkedin.com/feed/update/urn:li:activity:7455247096477102080,Organic,,Amanuel Balcha,04/29/2026,,,All followers,3362,,,804,0.2391433716,87,5,10,,0.2694824636,
"🚀 It's time to shop with purpose.

When you choose local, you're not just buying a product—you're supporting a dream, creating jobs, and helping your community thrive. 💚

Our platform SEED Connect makes it easier than ever to discover amazing local brands, artisans, and entrepreneurs right in your neighborhood.

📲 Here's how to start:
👉 Scan the QR code in this image
👉 Or click the link below to register
👉 Unlock a curated world of local products and services

Don't just shop. Shop local.

🔗 @seed_connect_bot

#StartShoppingLocal #OrbitInnovationHub #SupportSmallBusiness #ShopLocalMovement #CommunityFirst #LocalEconomy #ConsciousConsumer",https://www.linkedin.com/feed/update/urn:li:activity:7453691777712271360,Organic,,Amanuel Balcha,04/25/2026,,,All followers,1135,,,40,0.0352422893,15,1,2,,0.05110132322,
"The real work of innovation happens when teams come together to break down a concept, challenge assumptions, and iteratively validate their ideas. 🌐🛠️

This snapshot from our latest community session at Orbit Innovation Hub captures the essence of that collaborative process. Building something from scratch that truly makes an impact isn't easy; it demands both professional resilience and strategic collaboration.

To every founder and startup team working through the hard phase of early validation: Keep going. Your idea matters. Persistence in testing is the precursor to scaling. 💡📈

What innovative solution is your team currently validating? Let’s share our progress in the comments.

#OrbitInnovationHub #LinkedInNetwork #StartupMotivation #StrategicValidation #StartupEthiopia #ImpactDriven #Collaboration #EntrepreneurLife #InnovationEcosystem",https://www.linkedin.com/feed/update/urn:li:activity:7452963243842560000,Organic,,Amanuel Balcha,04/23/2026,,,All followers,1538,,,45,0.02925877832,33,0,3,,0.05266579986,
"🚀 Job Title: Program Coordinator (Startup Incubation Program)
📍 Addis Ababa, Ethiopia (with travel to project regions)
🕒 Full-time

About Orbit Innovation Hub
Orbit Innovation Hub (OIH), an initiative of eHealth IT Services PLC, is a dynamic organization dedicated to supporting startups and MSMEs through incubation, training, and capacity building.

✨ Position Overview
We are seeking a passionate and results-driven Program Coordinator to lead our Startup Incubation Program. This role is central to attracting high-potential startups, supporting their growth, and strengthening the entrepreneurial ecosystem.

🔑 Key Responsibilities
• Lead and manage incubation program operations
• Design strategies to attract and select promising startups
• Provide coaching, workshops, and mentorship support
• Build partnerships and represent the program at events
• Prepare reports and support fundraising efforts
• Ensure safeguarding principles are integrated into all program activities, maintaining a safe, inclusive, and respectful environment for all participants

🎓 Qualifications & Requirements
• Bachelor’s degree in business, Management, Marketing, or related field
• Experience in project management and working with startups/MSMEs
• Strong communication, organizational, and analytical skills
• Fluency in English & Amharic (additional languages are a plus)

🌟 What We’re Looking For
A proactive team player with strong leadership skills and a passion for entrepreneurship and innovation
• Strong commitment to safeguarding, inclusion, and ethical conduct

🛡 Safeguarding Commitment
Orbit Innovation Hub is committed to safeguarding and promoting the welfare of all individuals engaged in our programs. All staff are expected to uphold this commitment by adhering to safeguarding policies and maintaining a safe and respectful environment.
“Orbit adopts a zero-tolerance approach to any form of abuse, exploitation, harassment, corruption, or unethical conduct”

📩 Apply by sending your CV and cover letter to: careers@orbithealth.co
🗓 Deadline: May 19, 2026

📌 Subject Line: Program Coordinator",https://www.linkedin.com/feed/update/urn:li:activity:7451894972347428864,Organic,,Amanuel Balcha,04/20/2026,,,All followers,6045,,,330,0.05459057167,71,4,9,,0.06848635525,
"Building a thriving startup ecosystem takes a village. 🤝

""Partnerships create opportunities for innovation to thrive."" This isn't just a quote on our latest graphic; it’s the core philosophy driving our work. We are proud to continue working alongside dedicated ecosystem actors to support entrepreneurs across all sectors.

When diverse minds and organizations come together—just like the vibrant energy captured in this photo from our recent event—the potential for real, scalable impact multiplies.

Are you an ecosystem builder, corporate leader, or community organization passionate about driving change? We want to connect with you. Let’s collaborate and build the future together.

#Partnerships #InnovationNetwork #OrbitHub #EcosystemCollaboration #TechInEthiopia #StartupsAfrica #Collaboration",https://www.linkedin.com/feed/update/urn:li:activity:7451879897356226560,Organic,,Amanuel Balcha,04/20/2026,,,All followers,1737,,,97,0.05584340915,48,1,2,,0.08520437777,
"🚀 አዲስ ፖድካስት ይዘንላችሁ መጥተናል፡ Insights Unplugged! 🎙️

በኦርቢት ኢኖቬሽን ሀብ Orbit Innovation Hub የሀብ ማናጀር በሆነው በዳዊት ተሾመ አቅራቢነት የተዘጋጀው ይህ ፖድካስት በተለይ ለስታርትአፖች (Startups) ታስቦ የተዘጋጀ ነው።

🎧 በመጀመሪያው ክፍላችን የብራንድ ግንባታ ሰፋ ያለ ውይይት እናደርጋለን። ስታርትአፖች የራሳቸውን ጠንካራ ብራንድ እንዴት መገንባት እንዳለባቸው ጠቃሚ መረጃዎችን ያገኛሉ።

ማንኛውንም ፕሮግራሞቻችንን እንዳያመልጥዎ ገፆቻችንን ፎሎው (Follow) ማድረጎን አይርሱ። እንግዲህ ከዛሬ ጀምሮ በይፋ እንድትከታተሉን እንጋብዛለን፤ መልካም ጊዜ! ✨

#OrbitInnovationHub #InsightsUnplugged #Startups #Branding #StartupEcosystem #EthiopianStartups #PodcastLaunch #Innovation",https://www.linkedin.com/feed/update/urn:li:activity:7451155101194493952,Organic,,Amanuel Balcha,04/18/2026,,,All followers,1829,876,,135,0.07381082326,49,0,1,,0.1011481658,Video
"A logo is an asset. It is not your brand. 📈

For Episode 1 of Insights Unplugged, we invited Dawit Yitref to the studio to strip away the jargon surrounding branding in Ethiopia's business ecosystem.

Many founders spend thousands on a logo but completely neglect their brand's story and promise. In this episode, Dawit shares over two decades of experience, unpacking the local market dynamics, the trap of copying international identities, and how to build authentic customer loyalty.

If you are building a business in Ethiopia, this is a must-watch.

📺 Catch the full conversation on our YouTube channel today: https://lnkd.in/dWnwktbq

#Branding #InsightsUnplugged #OrbitInnovationHub #StartupEthiopia #BusinessLeadership #MarketingStrategy #EcosystemBuilding",https://www.linkedin.com/feed/update/urn:li:activity:7450883845215723520,Organic,,Amanuel Balcha,04/17/2026,,,All followers,1400,,,39,0.02785714343,18,1,2,,0.04285714403,
"Turning a great idea into a viable business requires more than just vision—it requires the right guidance and an environment built for growth. 💡

At Orbit Innovation Hub, our Incubation Support is designed to help founders bridge that gap. Through hands-on mentorship, tailored training, and strategic ecosystem connections, we help startups move from idea to execution with absolute confidence.

Ready to scale your vision? Reach out to us to learn how to join our community of innovators.

#IncubationSupport #StartupGrowth #OrbitHub #Entrepreneurship #InnovationEcosystem #Mentorship",https://www.linkedin.com/feed/update/urn:li:activity:7450430322351198208,Organic,,Amanuel Balcha,04/16/2026,,,All followers,895,,,21,0.02346368693,18,0,0,,0.04357541725,
